id,name,trait,variants,license_class,license,first_author,journal,year
PGS000527,PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_MGI_20200608,Breast cancer (female),1115436,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000528,PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608,Breast cancer (female),1116495,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000529,PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_MGI_20200608,Breast cancer (female),310,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000530,PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_PT_UKB_20200608,Breast cancer (female),174,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000531,PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_MGI_20200608,Breast cancer (female),98026,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000532,PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608,Breast cancer (female),12277,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000533,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_MGI_20200608,Breast cancer (female),110,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000534,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_P_5e-08_UKB_20200608,Breast cancer (female),110,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000535,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_MGI_20200608,Breast cancer (female),1115484,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000536,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PRS-CS_UKB_20200608,Breast cancer (female),1116546,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000537,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_MGI_20200608,Breast cancer (female),363,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000538,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_PT_UKB_20200608,Breast cancer (female),85,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000539,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_LASSOSUM_MGI_20200608,Breast cancer (female),18356,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000540,PRSWEB_PHECODE174.1_iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608,Breast cancer (female),7118,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000541,PRSWEB_PHECODE182_GWAS-Catalog-r2019-05-03-X182_P_5e-08_UKB_20200608,Malignant neoplasm of uterus,18,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000542,PRSWEB_PHECODE182_GWAS-Catalog-r2019-05-03-X182_PT_UKB_20200608,Malignant neoplasm of uterus,20,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000543,PRSWEB_PHECODE184_C3-FEMALE-GENITAL_PT_MGI_20200608,Cancer of other female genital organs,8,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000544,PRSWEB_PHECODE184.11_GWAS-Catalog-r2019-05-03-X184.11_P_5e-08_UKB_20200608,Malignant neoplasm of ovary,21,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000545,PRSWEB_PHECODE184.11_GWAS-Catalog-r2019-05-03-X184.11_PT_UKB_20200608,Malignant neoplasm of ovary,21,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000546,PRSWEB_PHECODE184.11_Phelan-ENOC_PRS-CS_UKB_20200608,Malignant neoplasm of ovary,1115189,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000547,PRSWEB_PHECODE184.11_Phelan-EPOC_P_5e-08_UKB_20200608,Malignant neoplasm of ovary,6,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000548,PRSWEB_PHECODE184.11_Phelan-EPOC_LASSOSUM_UKB_20200608,Malignant neoplasm of ovary,1441,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000549,PRSWEB_PHECODE184.11_Phelan-IEOC_P_5e-08_UKB_20200608,Malignant neoplasm of ovary,16,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000550,PRSWEB_PHECODE184.11_Phelan-IEOC_PRS-CS_UKB_20200608,Malignant neoplasm of ovary,1115189,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000551,PRSWEB_PHECODE184.11_Phelan-IEOC_PT_UKB_20200608,Malignant neoplasm of ovary,12,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000552,PRSWEB_PHECODE184.11_Phelan-IEOC_LASSOSUM_UKB_20200608,Malignant neoplasm of ovary,41269,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000553,PRSWEB_PHECODE184.11_Phelan-LSASBOC_P_5e-08_UKB_20200608,Malignant neoplasm of ovary,10,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000554,PRSWEB_PHECODE184.11_Phelan-LSASBOC_PRS-CS_UKB_20200608,Malignant neoplasm of ovary,1115189,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000555,PRSWEB_PHECODE184.11_Phelan-LSASBOC_PT_UKB_20200608,Malignant neoplasm of ovary,15,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000556,PRSWEB_PHECODE184.11_Phelan-LSASBOC_LASSOSUM_UKB_20200608,Malignant neoplasm of ovary,486841,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000557,PRSWEB_PHECODE184.11_Phelan-OCCC_PRS-CS_UKB_20200608,Malignant neoplasm of ovary,1115187,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000558,PRSWEB_PHECODE184.11_Phelan-OCCC_LASSOSUM_UKB_20200608,Malignant neoplasm of ovary,1098236,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000559,PRSWEB_PHECODE184.11_Phelan-SIOC_P_5e-08_MGI_20200608,Malignant neoplasm of ovary,21,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000560,PRSWEB_PHECODE184.11_Phelan-SIOC_P_5e-08_UKB_20200608,Malignant neoplasm of ovary,21,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000561,PRSWEB_PHECODE184.11_Phelan-SIOC_PRS-CS_MGI_20200608,Malignant neoplasm of ovary,1114056,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000562,PRSWEB_PHECODE184.11_Phelan-SIOC_PRS-CS_UKB_20200608,Malignant neoplasm of ovary,1115189,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000563,PRSWEB_PHECODE184.11_Phelan-SIOC_PT_UKB_20200608,Malignant neoplasm of ovary,12,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000564,PRSWEB_PHECODE184.11_Phelan-SIOC_LASSOSUM_UKB_20200608,Malignant neoplasm of ovary,110710,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000565,PRSWEB_PHECODE185_20001-1044_P_5e-08_MGI_20200608,Prostate cancer,21,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000566,PRSWEB_PHECODE185_20001-1044_PRS-CS_MGI_20200608,Prostate cancer,1111494,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000567,PRSWEB_PHECODE185_20001-1044_PT_MGI_20200608,Prostate cancer,78,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
PGS000568,PRSWEB_PHECODE185_20001-1044_LASSOSUM_MGI_20200608,Prostate cancer,1401,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Fritsche LG,Am J Hum Genet,2020
